年份,月份,进出口,商品编码,商品描述,企业名称,出口最终国或进口原产国,收发货地,报关口岸,贸易方式,运输方式,航次,数量,金额,商品分类
2009,9,出口,2.01E+07,荔枝罐头,进出口公司61,美国,山东其他,厦门海关,一般贸易,水路运输,1,6660,5200,20
2012,10,出口,2.01E+07,荔枝罐头,进出口公司62,新加坡,大连其他,福州海关,一般贸易,水路运输,1,8845,5850,20
2008,11,出口,2.01E+07,荔枝罐头,进出口公司63,美国,苏州其他,南宁海关,一般贸易,水路运输,1,73061,58554,20
2009,12,出口,2.01E+07,荔枝罐头,进出口公司64,印度尼西亚,河北其他,厦门海关,一般贸易,水路运输,1,8164,5868,20
2006,1,出口,2.01E+07,荔枝罐头,进出口公司65,美国,牡丹江,南宁海关,一般贸易,水路运输,1,13860,9005,20
2010,2,出口,2.01E+07,荔枝罐头,进出口公司66,澳大利亚,衡水,福州海关,一般贸易,水路运输,1,12204,9027,20
2009,3,出口,2.01E+07,龙眼罐头,进出口公司67,美国,天津其他,深圳海关,一般贸易,水路运输,1,18370,12345,20
2006,4,出口,2.01E+07,龙眼罐头,进出口公司68,德国,南通其他,厦门海关,一般贸易,水路运输,1,22452,13079,20
2011,5,出口,2.01E+07,龙眼罐头,进出口公司69,肯尼亚,东营,厦门海关,一般贸易,水路运输,1,18370,13625,20
2010,6,出口,2.01E+07,龙眼罐头,进出口公司70,利比亚,上海其他,厦门海关,一般贸易,水路运输,1,18370,14940,20
2010,7,出口,2.01E+07,龙眼罐头,进出口公司71,阿联酋,天津其他,厦门海关,一般贸易,水路运输,1,26062,17799,20
2007,8,出口,2.01E+07,龙眼罐头,进出口公司72,加拿大,河北其他,深圳海关,一般贸易,水路运输,1,2722,2035,20
2009,9,出口,2.01E+07,龙眼罐头,进出口公司73,美国,东营,厦门海关,一般贸易,水路运输,1,44906,27456,20
2012,10,出口,2.01E+07,龙眼罐头,进出口公司74,新加坡,成都其他,厦门海关,一般贸易,水路运输,1,4898,2956,20
2010,11,出口,2.01E+07,龙眼罐头,进出口公司75,越南,闵行其他,厦门海关,一般贸易,水路运输,1,3402,2986,20
2012,12,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司76,澳大利亚,常州其他,天津海关,一般贸易,水路运输,1,220000,187000,20
2011,1,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司77,哈萨克斯坦,乌鲁木齐其他,南京海关,一般贸易,水路运输,1,20900,18810,20
2008,2,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司78,印度尼西亚,武汉其他,大连海关,一般贸易,水路运输,1,19800,19084,20
2009,3,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司79,美国,江津区,大连海关,一般贸易,水路运输,1,209000,191236,20
2009,4,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司80,印度尼西亚,四川其他,青岛海关,进料加工贸易,水路运输,1,220000,193600,20
2007,5,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司81,美国,宁波经济技术开发区,青岛海关,一般贸易,水路运输,1,218400,196224,20
2006,6,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司82,阿曼,南通其他,青岛海关,一般贸易,水路运输,1,220000,198000,20
2007,7,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司83,阿联酋,西安其他,天津海关,一般贸易,水路运输,1,292325,198781,20
2008,8,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司84,安哥拉,湖北其他,青岛海关,进料加工贸易,水路运输,1,209000,199820,20
2010,9,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司85,菲律宾,通县,南京海关,进料加工贸易,水路运输,1,291200,200820,20
2012,10,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司86,英国,牡丹江,青岛海关,一般贸易,水路运输,1,220000,209200,20
2011,11,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司87,加蓬,上海青浦出口加工区,天津海关,进料加工贸易,水路运输,1,338160,209832,20
2011,12,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司88,美国,天津其他,青岛海关,进料加工贸易,水路运输,1,286000,216888,20
2012,1,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司89,美国,德州,南京海关,进料加工贸易,水路运输,1,336600,220414,20
2008,2,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司90,美国,成都其他,南京海关,进料加工贸易,水路运输,1,299200,224032,20
2012,3,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司91,中国香港,沙市,天津海关,一般贸易,水路运输,1,260400,226548,20
2006,4,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司92,土耳其,牡丹江,南京海关,进料加工贸易,水路运输,1,257400,228982,20
2006,5,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司93,美国,武汉东湖新技术开发区,西安海关,进料加工贸易,水路运输,1,277200,230998,20
2009,6,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司94,印度尼西亚,牡丹江,青岛海关,一般贸易,水路运输,1,35640,23166,20
2008,7,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司95,俄罗斯,南通其他,南京海关,一般贸易,水路运输,1,318725,239054,20
2008,8,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司96,美国,上海其他,哈尔滨海关,边境小额贸易,公路运输,2,16500,24750,20
2006,9,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司97,美国,东营,天津海关,进料加工贸易,水路运输,1,39600,24816,20
2006,10,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司98,德国,吴江市,青岛海关,进料加工贸易,水路运输,1,275000,248160,20
2012,11,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司99,巴林,南通其他,天津海关,一般贸易,水路运输,1,264000,250800,20
2011,12,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司100,苏丹,天津港保税区,青岛海关,一般贸易,水路运输,1,281600,257928,20
2006,1,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司101,美国,厦门特区,南京海关,进料加工贸易,水路运输,1,39600,26316,20
2007,2,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司102,美国,焦作,南京海关,进料加工贸易,水路运输,1,42080,26510,20
2010,3,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司103,印度,南通其他,天津海关,进料加工贸易,水路运输,1,41800,26720,20
2007,4,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司104,印度,天津其他,青岛海关,一般贸易,水路运输,1,39480,26933,20
2007,5,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司105,埃及,江苏其他,青岛海关,一般贸易,航空运输,1,138,27,20
2008,6,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司106,美国,松江,大连海关,进料加工贸易,水路运输,2,22000,27250,20
2012,7,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司107,日本,山西其他,天津海关,一般贸易,水路运输,1,297000,273240,20
2009,8,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司108,新加坡,盐城,天津海关,进料加工贸易,水路运输,1,440000,277200,20
2012,9,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司109,美国,西安其他,青岛海关,一般贸易,水路运输,1,38500,28490,20
2012,10,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司110,哈萨克斯坦,南通其他,青岛海关,一般贸易,水路运输,1,374000,288200,20
2009,11,出口,2.01E+07,白利糖浓度超过20的苹果汁,进出口公司111,印度尼西亚,西安其他,天津海关,进料加工贸易,水路运输,1,440000,299200,20
2009,12,出口,2.10E+07,酱油,进出口公司112,哈萨克斯坦,通化,拱北海关,一般贸易,水路运输,1,11669,6047,21
2008,1,出口,2.10E+07,酱油,进出口公司113,阿联酋,江津区,青岛海关,一般贸易,水路运输,1,10913,6068,21
2009,2,出口,2.10E+07,酱油,进出口公司114,加拿大,邯郸,深圳海关,一般贸易,水路运输,1,17706,6097,21
2008,3,出口,2.10E+07,酱油,进出口公司115,阿联酋,西安其他,拱北海关,一般贸易,水路运输,2,5828,6112,21
2008,4,出口,2.10E+07,酱油,进出口公司116,新加坡,盐城,黄埔海关,一般贸易,水路运输,1,7776,6120,21
2011,5,出口,2.10E+07,酱油,进出口公司117,泰国,衡水,上海海关,一般贸易,水路运输,1,10560,6133,21
2007,6,出口,2.10E+07,酱油,进出口公司118,美国,江苏其他,广州海关,一般贸易,水路运输,1,9487,6179,21
2006,7,出口,2.10E+07,酱油,进出口公司119,印度尼西亚,天津其他,江门海关,一般贸易,公路运输,1,2130,621,21
2011,8,出口,2.10E+07,酱油,进出口公司120,沙特阿拉伯,上海青浦出口加工区,江门海关,一般贸易,水路运输,1,21168,6223,21
2008,9,出口,2.10E+07,酱油,进出口公司121,美国,南通其他,广州海关,一般贸易,水路运输,1,7890,6237,21
2010,10,出口,2.10E+07,酱油,进出口公司122,新加坡,常州其他,江门海关,一般贸易,公路运输,1,800,629,21
2011,11,出口,2.10E+07,酱油,进出口公司123,埃及,常州其他,深圳海关,一般贸易,水路运输,1,21600,6320,21
2010,12,出口,2.10E+07,酱油,进出口公司124,哈萨克斯坦,克拉玛依,上海海关,一般贸易,水路运输,1,17600,6332,21
2010,1,出口,2.10E+07,酱油,进出口公司125,加拿大,大连其他,江门海关,一般贸易,水路运输,1,875236,634438,21
2010,2,出口,2.10E+07,酱油,进出口公司126,俄罗斯,天津其他,广州海关,一般贸易,水路运输,1,8994,6452,21
2006,3,出口,2.10E+07,酱油,进出口公司127,加拿大,南通其他,广州海关,一般贸易,水路运输,1,103466,65220,21
2006,4,出口,2.10E+07,酱油,进出口公司128,新加坡,顺德,上海海关,一般贸易,水路运输,1,17575,6571,21
2006,5,出口,2.10E+07,酱油,进出口公司129,立陶宛,天津东疆保税港区,黄埔海关,一般贸易,水路运输,1,1180,660,21
2009,6,出口,2.10E+07,酱油,进出口公司130,哈萨克斯坦,天津其他,广州海关,一般贸易,水路运输,1,22300,6611,21
2008,7,出口,2.10E+07,酱油,进出口公司131,新加坡,盐城,江门海关,一般贸易,水路运输,1,22500,6740,21
2009,8,出口,2.10E+07,酱油,进出口公司132,美国,沙市,广州海关,一般贸易,水路运输,1,83755,67515,21
2007,9,出口,2.10E+07,酱油,进出口公司133,印度,上海其他,拱北海关,一般贸易,水路运输,1,11224,6767,21
2006,10,出口,2.10E+07,酱油,进出口公司134,日本,河北其他,天津海关,其他,水路运输,6,1190,6891,21
2009,11,出口,2.10E+07,酱油,进出口公司135,特立尼达和多巴哥,上海青浦出口加工区,厦门海关,一般贸易,水路运输,1,144,69,21
2009,12,出口,2.10E+07,酱油,进出口公司136,新加坡,牡丹江,厦门海关,一般贸易,水路运输,1,9600,6906,21
2007,1,出口,2.10E+07,酱油,进出口公司26,阿联酋,双鸭山,黄埔海关,一般贸易,水路运输,1,10180,6913,21
2009,2,出口,2.10E+07,酱油,进出口公司27,伊朗,宝鸡其他,广州海关,一般贸易,水路运输,1,10376,6943,21
2010,3,出口,2.10E+07,酱油,进出口公司28,科威特,盐城,黄埔海关,一般贸易,水路运输,1,10316,6980,21
2010,4,出口,2.10E+07,酱油,进出口公司29,印度,上海青浦出口加工区,深圳海关,一般贸易,水路运输,1,11568,6980,21
2011,5,出口,2.10E+07,酱油,进出口公司30,埃及,东营,深圳海关,一般贸易,水路运输,1,18120,7088,21
2007,6,出口,2.10E+07,酱油,进出口公司31,阿联酋,成都其他,黄埔海关,进料加工贸易,公路运输,2,58600,71140,21
2009,7,出口,2.10E+07,酱油,进出口公司32,埃及,沧州,上海海关,一般贸易,水路运输,3,2940,7115,21
2012,8,出口,2.01E+07,柑桔属水果罐头,进出口公司33,美国,嘉兴,宁波海关,一般贸易,水路运输,1,68400,45220,20
2007,9,出口,2.01E+07,柑桔属水果罐头,进出口公司34,美国,东莞,宁波海关,进料加工贸易,水路运输,1,63042,45770,20
2008,10,出口,2.01E+07,柑桔属水果罐头,进出口公司35,美国,大连其他,武汉海关,一般贸易,水路运输,1,706118,458735,20
2006,11,出口,2.01E+07,柑桔属水果罐头,进出口公司36,德国,上海其他,武汉海关,一般贸易,水路运输,1,720037,462894,20
2010,12,出口,2.01E+07,柑桔属水果罐头,进出口公司37,乌兹别克斯坦,洛阳其他,武汉海关,一般贸易,水路运输,1,68888,46460,20
2012,1,出口,2.01E+07,柑桔属水果罐头,进出口公司38,澳大利亚,上海青浦出口加工区,上海海关,一般贸易,水路运输,1,62209,46780,20
2008,2,出口,2.01E+07,柑桔属水果罐头,进出口公司39,加拿大,济源,宁波海关,一般贸易,水路运输,1,66942,47382,20
2006,3,出口,2.01E+07,柑桔属水果罐头,进出口公司40,加拿大,江苏其他,宁波海关,一般贸易,水路运输,1,66567,48178,20
2007,4,出口,2.01E+07,柑桔属水果罐头,进出口公司41,日本,宁波其他,宁波海关,进料加工贸易,水路运输,2,35256,49040,20
2010,5,出口,2.01E+07,柑桔属水果罐头,进出口公司42,也门,成都其他,上海海关,进料加工贸易,水路运输,2,418235,495952,20
2006,6,出口,2.01E+07,柑桔属水果罐头,进出口公司43,印度,石家庄其他,宁波海关,一般贸易,水路运输,1,65280,50560,20
2011,7,出口,2.01E+07,柑桔属水果罐头,进出口公司44,苏丹,东营,宁波海关,一般贸易,水路运输,1,108000,52080,20
2007,8,出口,2.01E+07,柑桔属水果罐头,进出口公司45,印度尼西亚,青岛其他,武汉海关,一般贸易,水路运输,1,796896,522550,20
2009,9,出口,2.01E+07,柑桔属水果罐头,进出口公司46,科威特,成都其他,宁波海关,进料加工贸易,水路运输,1,7068,5234,20
2007,10,出口,2.01E+07,柑桔属水果罐头,进出口公司47,法国,临汾,深圳海关,进料加工贸易,水路运输,1,71885,52800,20
2009,11,出口,2.01E+07,柑桔属水果罐头,进出口公司48,美国,天津其他,上海海关,一般贸易,水路运输,1,6486,5346,20
2010,12,出口,2.01E+07,柑桔属水果罐头,进出口公司49,新加坡,常州其他,宁波海关,一般贸易,水路运输,1,82800,54050,20
2010,1,出口,2.01E+07,柑桔属水果罐头,进出口公司50,哥伦比亚,包头其他,深圳海关,一般贸易,水路运输,1,87000,55000,20
2008,2,出口,2.01E+07,柑桔属水果罐头,进出口公司51,印度尼西亚,北京其他,武汉海关,一般贸易,水路运输,1,794880,550000,20
2007,3,出口,2.01E+07,柑桔属水果罐头,进出口公司52,新加坡,滨海新区(塘沽其他),宁波海关,一般贸易,水路运输,1,870813,554872,20
2011,4,出口,2.01E+07,柑桔属水果罐头,进出口公司53,哈萨克斯坦,淮安市,宁波海关,进料加工贸易,水路运输,2,360325,568319,20
2012,5,出口,2.01E+07,柑桔属水果罐头,进出口公司54,澳大利亚,南通其他,宁波海关,一般贸易,水路运输,1,90000,57500,20
2007,6,出口,2.01E+07,柑桔属水果罐头,进出口公司55,尼日利亚,即墨,宁波海关,一般贸易,水路运输,1,90720,57960,20
2006,7,出口,2.01E+07,柑桔属水果罐头,进出口公司56,加拿大,上海其他,武汉海关,一般贸易,水路运输,1,18000,5850,20
2008,8,出口,2.01E+07,柑桔属水果罐头,进出口公司57,阿曼,上海其他,宁波海关,一般贸易,水路运输,1,89550,59200,20
2012,9,出口,2.01E+07,柑桔属水果罐头,进出口公司58,美国,成都其他,宁波海关,一般贸易,水路运输,1,108150,59756,20
2008,10,出口,2.01E+07,柑桔属水果罐头,进出口公司59,乌兹别克斯坦,牡丹江,南京海关,一般贸易,水路运输,1,83160,60256,20
2007,11,出口,2.01E+07,柑桔属水果罐头,进出口公司60,加拿大,德州,宁波海关,进料加工贸易,水路运输,1,1060304,603721,20
2008,12,出口,2.01E+07,柑桔属水果罐头,进出口公司61,加拿大,盐城,宁波海关,一般贸易,水路运输,1,82366,60500,20
2006,1,出口,2.01E+07,柑桔属水果罐头,进出口公司62,委内瑞拉,南阳,宁波海关,一般贸易,水路运输,2,44352,60720,20
2009,2,出口,2.01E+07,柑桔属水果罐头,进出口公司63,法国,苏州其他,宁波海关,一般贸易,水路运输,1,81571,60803,20
2011,3,出口,2.01E+07,柑桔属水果罐头,进出口公司64,哈萨克斯坦,滨海新区(大港),宁波海关,一般贸易,水路运输,1,83160,60906,20
